#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
2874	GPS2;NM_004489.5	17	-	7216064	7218381	7216064	7218381	10	7216064,7216337,7216520,7216688,7216876,7217214,7217388,7217599,7217796,7218267	7216168,7216453,7216620,7216798,7217050,7217317,7217488,7217732,7217926,7218381	nan	GPS2	nan	nan	0,0,0,0,0,0,0,0,0,0
7157	TP53;NM_000546.6	17	-	7572916	7579922	7572916	7579922	10	7572916,7573916,7576842,7577008,7577488,7578166,7578360,7579301,7579689,7579828	7573018,7574043,7576936,7577165,7577618,7578299,7578564,7579600,7579731,7579922	nan	TP53	nan	nan	0,0,0,0,0,0,0,0,0,0
242	ALOX12B;NM_001139.3	17	-	7976078	7990770	7976078	7990770	15	7976078,7976455,7976964,7978902,7979482,7979964,7980297,7982703,7983076,7983542,7983965,7984191,7984413,7989323,7990603	7976278,7976646,7977085,7979044,7979672,7980071,7980521,7982867,7983269,7983666,7984108,7984304,7984515,7989548,7990770	nan	ALOX12B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212	AURKB;NM_004217.4	17	-	8108178	8113552	8108178	8113552	8	8108178,8108523,8109798,8110057,8110483,8110878,8111045,8113484	8108372,8108718,8109967,8110216,8110695,8110953,8111168,8113552	nan	AURKB	nan	nan	0,0,0,0,0,0,0,0
6416	MAP2K4;NM_003010.4	17	+	11924193	12044587	11924193	12044587	11	11924193,11958195,11984662,11998881,12011096,12013681,12016539,12028600,12032445,12043145,12044453	11924328,11958318,11984857,11999021,12011236,12013753,12016687,12028698,12032614,12043211,12044587	nan	MAP2K4	nan	nan	0,0,0,0,0,0,0,0,0,0,0
9611	NCOR1;NM_006311.4	17	-	15935599	16097893	15935599	16097893	45	15935599,15938068,15942736,15943744,15950254,15952148,15960817,15961210,15961774,15964704,15965408,15967371,15968173,15968788,15971197,15973468,15974712,15975448,15976732,15978837,15983267,15983711,15983910,15989585,15995166,16001670,16004553,16012089,16021191,16022726,16024355,16029385,16040614,16041461,16042311,16046909,16049679,16052754,16055249,16056642,16062063,16068282,16075106,16089857,16097765	15935807,15938268,15942978,15943818,15950417,15952312,15961061,15961388,15961923,15965218,15965594,15967511,15968343,15969018,15971445,15973849,15974989,15975552,15976893,15979026,15983388,15983833,15984051,15989766,15995382,16001820,16005081,16012236,16021351,16022809,16024593,16029530,16040736,16041536,16042510,16047020,16049872,16052841,16055322,16056719,16062197,16068485,16075319,16090011,16097893	nan	NCOR1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201163	FLCN;NM_144997.7	17	-	17116958	17131461	17116958	17131461	11	17116958,17118288,17118488,17119683,17120372,17122322,17124840,17125804,17127225,17129479,17131192	17117180,17118414,17118640,17119827,17120506,17122533,17124952,17125985,17127467,17129646,17131461	nan	FLCN	nan	nan	0,0,0,0,0,0,0,0,0,0,0
79018	GID4;NM_024052.5	17	+	17942768	17968567	17942768	17968567	6	17942768,17948450,17957430,17962171,17965148,17968483	17943226,17948530,17957558,17962293,17965299,17968567	nan	GID4	nan	nan	0,0,0,0,0,0
4763	NF1;NM_001042492.3	17	+	29422317	29701183	29422317	29701183	58	29422317,29482990,29486017,29490193,29496898,29508429,29508717,29509515,29527429,29528044,29528418,29533247,29541458,29546012,29548857,29550451,29552102,29553442,29554225,29554530,29556032,29556842,29557267,29557849,29559080,29559707,29560009,29562618,29562925,29575991,29579945,29585351,29586039,29587376,29588718,29592236,29652827,29654506,29657303,29661845,29663340,29663642,29664375,29664826,29665032,29665711,29667512,29670016,29676127,29677190,29679264,29683467,29683967,29684276,29685487,29685976,29687494,29701020	29422397,29483154,29486121,29490404,29497025,29508517,29508813,29509693,29527623,29528187,29528513,29533399,29541613,29546146,29548957,29550595,29552278,29553712,29554319,29554634,29556493,29557002,29557410,29557953,29559217,29559909,29560241,29562800,29563049,29576147,29580028,29585530,29586157,29587543,29588885,29592367,29653280,29654867,29657526,29662059,29663501,29663942,29664610,29664908,29665167,29665833,29667673,29670163,29676279,29677346,29679442,29683610,29684118,29684397,29685650,29686043,29687731,29701183	nan	NF1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23512	SUZ12;NM_015355.4	17	+	30264255	30326032	30264255	30326032	16	30264255,30267294,30267430,30274625,30293155,30300154,30302490,30303529,30310007,30315328,30320250,30320873,30321572,30322572,30323806,30325666	30264549,30267361,30267515,30274714,30293225,30300260,30302742,30303643,30310133,30315526,30320362,30321037,30321750,30322791,30323906,30326032	nan	SUZ12	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5892	RAD51D;NM_002878.4	17	-	33427961	33446642	33427961	33446642	10	33427961,33428209,33430262,33430462,33433394,33433996,33434374,33445509,33446119,33446540	33428065,33428394,33430353,33430573,33433510,33434151,33434476,33445648,33446201,33446642	nan	RAD51D	nan	nan	0,0,0,0,0,0,0,0,0,0
51755	CDK12;NM_016507.4	17	+	37618314	37687579	37618314	37687579	14	37618314,37627121,37646799,37648993,37650766,37657492,37665947,37667771,37671973,37673682,37676198,37680916,37682106,37686846	37619380,37628026,37646996,37649153,37650957,37657702,37666024,37667893,37672071,37673819,37676350,37681148,37682579,37687579	nan	CDK12	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064	ERBB2;NM_004448.4	17	+	37856481	37884307	37856481	37884307	27	37856481,37863232,37864563,37865560,37866055,37866328,37866582,37868170,37868564,37871528,37871688,37871982,37872543,37872757,37873562,37876029,37879561,37879780,37880154,37880968,37881291,37881569,37881949,37882804,37883057,37883537,37883931	37856574,37863404,37864797,37865715,37866144,37866464,37866744,37868310,37868711,37871622,37871799,37872202,37872696,37872868,37873743,37876097,37879720,37879923,37880273,37881174,37881467,37881665,37882116,37882922,37883266,37883810,37884307	nan	ERBB2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5914	RARA;NM_000964.4	17	+	38487460	38512488	38487460	38512488	8	38487460,38504557,38506025,38508151,38508572,38510543,38511504,38512250	38487658,38504726,38506187,38508332,38508769,38510768,38511683,38512488	nan	RARA	nan	nan	0,0,0,0,0,0,0,0
7153	TOP2A;NM_001067.4	17	-	38545760	38574053	38545760	38574053	35	38545760,38546206,38547747,38548309,38548459,38548826,38551690,38552524,38554799,38555014,38555281,38556113,38556450,38556770,38557091,38559147,38560393,38560618,38561032,38562625,38562825,38563073,38563790,38564208,38564733,38567350,38567595,38567886,38569000,38569436,38569721,38572246,38572663,38572981,38574012	38545909,38546426,38547902,38548373,38548603,38548999,38551801,38552727,38554903,38555199,38555393,38556329,38556671,38556925,38557343,38559316,38560535,38560753,38561145,38562755,38562951,38563204,38563936,38564386,38564892,38567508,38567717,38568080,38569233,38569554,38569887,38572330,38572774,38573157,38574053	nan	TOP2A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6777	STAT5B;NM_012448.4	17	-	40353745	40384155	40353745	40384155	18	40353745,40354347,40354764,40359565,40362178,40362410,40363991,40368021,40369167,40369384,40370158,40370730,40371319,40371719,40375389,40376786,40379536,40384007	40353892,40354475,40354836,40359756,40362329,40362525,40364218,40368134,40369310,40369492,40370358,40370906,40371491,40371870,40375584,40376896,40379713,40384155	nan	STAT5B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6776	STAT5A;NM_001288718.1	17	+	40441419	40462697	40441419	40462697	18	40441419,40441873,40443979,40447626,40451758,40452137,40452722,40453282,40456349,40456537,40457617,40458248,40459409,40459600,40460185,40461054,40461384,40462514	40441567,40442050,40444089,40447821,40451909,40452309,40452898,40453482,40456457,40456680,40457730,40458475,40459524,40459751,40460361,40461126,40461512,40462697	nan	STAT5A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6774	STAT3;NM_139276.3	17	-	40467752	40500544	40467752	40500544	23	40467752,40468796,40469189,40474289,40475011,40475267,40475580,40476718,40476970,40478123,40481417,40481561,40481754,40483479,40485680,40485898,40489442,40489770,40490738,40491321,40497566,40498576,40500396	40467828,40468929,40469252,40474522,40475171,40475382,40475653,40476874,40477089,40478227,40481485,40481675,40481804,40483559,40485793,40486077,40489614,40489885,40490840,40491437,40497685,40498741,40500544	nan	STAT3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672	BRCA1;NM_007294.4	17	-	41197684	41276123	41197684	41276123	22	41197684,41199649,41201127,41203069,41209058,41215339,41215880,41219614,41222934,41226337,41228494,41234410,41242950,41243441,41247852,41249250,41251781,41256128,41256874,41258462,41267732,41276023	41197829,41199730,41201221,41203144,41209162,41215400,41215978,41219722,41223265,41226548,41228641,41234602,41243059,41246887,41247949,41249316,41251907,41256288,41256983,41258560,41267806,41276123	nan	BRCA1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118	ETV4;NM_001079675.5	17	-	41605876	41622995	41605876	41622995	12	41605876,41606492,41606861,41607241,41607464,41610031,41610544,41611216,41613783,41622332,41622631,41622915	41606121,41606614,41607054,41607330,41607559,41610317,41610726,41611363,41613857,41622400,41622745,41622995	nan	ETV4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
9020	MAP3K14;NM_003954.5	17	-	43341992	43368121	43341992	43368121	15	43341992,43342519,43343893,43344448,43344762,43347769,43348414,43350859,43351479,43351820,43362168,43363787,43364509,43366591,43367845	43342177,43342640,43344058,43344575,43345136,43347940,43348598,43350984,43351631,43351970,43362326,43364421,43364740,43366681,43368121	nan	MAP3K14	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10481	HOXB13;NM_006361.6	17	-	46804141	46805965	46804141	46805965	2	46804141,46805344	46804415,46805965	nan	HOXB13	nan	nan	0,0
8405	SPOP;NM_001007228.2	17	-	47677729	47700182	47677729	47700182	9	47677729,47679216,47684601,47685225,47688631,47696332,47696585,47699297,47700084	47677894,47679379,47684744,47685301,47688829,47696480,47696757,47699439,47700182	nan	SPOP	nan	nan	0,0,0,0,0,0,0,0,0
54894	RNF43;NM_017763.6	17	-	56432293	56492948	56432293	56492948	9	56432293,56434818,56437499,56438133,56439894,56440625,56440876,56448261,56492676	56432357,56436194,56437622,56438315,56440019,56440777,56440971,56448404,56492948	nan	RNF43	nan	nan	0,0,0,0,0,0,0,0,0
5889	RAD51C;NM_058216.3	17	+	56769994	56811593	56769994	56811593	9	56769994,56772281,56774043,56780546,56787209,56798096,56801390,56809834,56811468	56770159,56772560,56774230,56780700,56787361,56798183,56801471,56809915,56811593	nan	RAD51C	nan	nan	0,0,0,0,0,0,0,0,0
6198	RPS6KB1;NM_003161.4	17	+	57970535	58024159	57970535	58024159	15	57970535,57987912,57990034,57991985,58003785,58007467,58008972,58011520,58011784,58012543,58013565,58013814,58018186,58022756,58023901	57970696,57987982,57990175,57992074,58003953,58007545,58009093,58011631,58011895,58012671,58013648,58013912,58018314,58022889,58024159	nan	RPS6KB1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8493	PPM1D;NM_003620.4	17	+	58677765	58740923	58677765	58740923	6	58677765,58700871,58711203,58725242,58733949,58740345	58678257,58701120,58711348,58725453,58734212,58740923	nan	PPM1D	nan	nan	0,0,0,0,0,0
83990	BRIP1;NM_032043.3	17	-	59760646	59938910	59760646	59938910	19	59760646,59763186,59770780,59793301,59820363,59821782,59853751,59857611,59858190,59861620,59870947,59876450,59878603,59885817,59924451,59926479,59934408,59937146,59938797	59761511,59763536,59770883,59793434,59820505,59821962,59853933,59857772,59858376,59861795,59871100,59876670,59878845,59886128,59924591,59926627,59934602,59937278,59938910	nan	BRIP1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974	CD79B;NM_000626.4	17	-	62006575	62009631	62006575	62009631	6	62006575,62006783,62007119,62007423,62008684,62009544	62006694,62006845,62007258,62007755,62008755,62009631	nan	CD79B	nan	nan	0,0,0,0,0,0
10672	GNA13;NM_006572.6	17	-	63010364	63052721	63010364	63052721	4	63010364,63014360,63049609,63052418	63010957,63014431,63049856,63052721	nan	GNA13	nan	nan	0,0,0,0
8313	AXIN2;NM_004655.4	17	-	63526083	63554748	63526083	63554748	10	63526083,63530019,63531733,63532427,63532976,63533431,63534310,63537562,63545627,63553913	63526230,63530207,63531849,63532681,63533191,63533963,63534471,63537685,63545788,63554748	nan	AXIN2	nan	nan	0,0,0,0,0,0,0,0,0,0
5573	PRKAR1A;NM_002734.5	17	+	66511530	66526600	66511530	66526600	10	66511530,66518886,66519855,66520146,66521042,66521884,66523970,66525000,66526050,66526407	66511727,66519077,66519967,66520228,66521109,66522063,66524051,66525142,66526152,66526600	nan	PRKAR1A	nan	nan	0,0,0,0,0,0,0,0,0,0
6662	SOX9;NM_000346.4	17	+	70117522	70120538	70117522	70120538	3	70117522,70118849,70119673	70117973,70119123,70120538	nan	SOX9	nan	nan	0,0,0
3021	H3-3B;NM_005324.5	17	-	73774665	73775265	73774665	73775265	3	73774665,73774880,73775117	73774814,73775054,73775265	nan	H3-3B	nan	nan	0,0,0
6427	SRSF2;NM_001195427.2	17	-	74732232	74733252	74732232	74733252	2	74732232,74732870	74732556,74733252	nan	SRSF2	nan	nan	0,0
57521	RPTOR;NM_020761.3	17	+	78519419	78938140	78519419	78938140	34	78519419,78599480,78617517,78681630,78704349,78727799,78765239,78795990,78796868,78811711,78820262,78829253,78831579,78854204,78857208,78857570,78858797,78865509,78866518,78867496,78882600,78896513,78897279,78899159,78914285,78919456,78921016,78923232,78931413,78933867,78935183,78936250,78936717,78938051	78519601,78599603,78617620,78681809,78704516,78727995,78765319,78796111,78797033,78811807,78820384,78829357,78831710,78854299,78857294,78857782,78858958,78865647,78866679,78867675,78882739,78896637,78897483,78899290,78914411,78919591,78921161,78923357,78931540,78934015,78935290,78936387,78936867,78938140	nan	RPTOR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7525	YES1;NM_005433.4	18	-	724413	756837	724413	756837	11	724413,732823,736797,739724,742907,743249,745697,745937,747909,751694,756546	724642,732975,736971,739821,743107,743425,745867,746061,748028,751814,756837	nan	YES1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
2627	GATA6;NM_005257.6	18	+	19751095	19780796	19751095	19780796	6	19751095,19756905,19761403,19762707,19762890,19780608	19752250,19757092,19761549,19762815,19763014,19780796	nan	GATA6	nan	nan	0,0,0,0,0,0
5289	PIK3C3;NM_002647.4	18	+	39535246	39661111	39535246	39661111	25	39535246,39537524,39542443,39550280,39567765,39570412,39573223,39575843,39576591,39584309,39593395,39595429,39600591,39607396,39609278,39613779,39617645,39618734,39620630,39623686,39629484,39637836,39644693,39647341,39661076	39535334,39537733,39542607,39550430,39567872,39570528,39573315,39575968,39576704,39584515,39593570,39595540,39600679,39607522,39609415,39613931,39617794,39618824,39620715,39623791,39629579,39638025,39644804,39647487,39661111	nan	PIK3C3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26040	SETBP1;NM_015559.3	18	+	42281301	42643673	42281301	42643673	5	42281301,42449184,42529835,42618439,42643033	42281807,42449258,42533315,42618630,42643673	nan	SETBP1	nan	nan	0,0,0,0,0
4087	SMAD2;NM_005901.6	18	-	45368187	45423137	45368187	45423137	10	45368187,45371700,45372023,45374835,45377634,45391419,45394683,45395603,45396835,45422881	45368331,45371865,45372181,45375068,45377708,45391514,45394838,45395817,45396945,45423137	nan	SMAD2	nan	nan	0,0,0,0,0,0,0,0,0,0
4089	SMAD4;NM_005359.6	18	+	48573406	48604847	48573406	48604847	11	48573406,48575045,48575654,48581140,48584484,48584699,48586225,48591782,48593378,48602997,48604615	48573675,48575240,48575704,48581373,48584624,48584836,48586296,48591986,48593567,48603156,48604847	nan	SMAD4	nan	nan	0,0,0,0,0,0,0,0,0,0,0
10892	MALT1;NM_006785.4	18	+	56338865	56415084	56338865	56415084	17	56338865,56348391,56363587,56367662,56376599,56377197,56378142,56381304,56383156,56390269,56400618,56401528,56402423,56409086,56411559,56412887,56414626	56339094,56348578,56363729,56367833,56376798,56377314,56378195,56381351,56383209,56390493,56400816,56401623,56402571,56409256,56411737,56413033,56415084	nan	MALT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5366	PMAIP1;NM_021127.3	18	+	57567399	57569995	57567399	57569995	2	57567399,57569868	57567477,57569995	nan	PMAIP1	nan	nan	0,0
596	BCL2;NM_000633.3	18	-	60795847	60985909	60795847	60985909	2	60795847,60985304	60796002,60985909	nan	BCL2	nan	nan	0,0
6794	STK11;NM_000455.5	19	+	1206902	1226656	1206902	1226656	9	1206902,1218405,1219312,1220361,1220569,1221201,1221937,1222973,1226442	1207212,1218509,1219422,1220514,1220726,1221349,1222015,1223181,1226656	nan	STK11	nan	nan	0,0,0,0,0,0,0,0,0
6929	TCF3;NM_003200.5	19	-	1611695	1650257	1611695	1650257	18	1611695,1615273,1615674,1619099,1619304,1619768,1620956,1621121,1621826,1622042,1622301,1623939,1625564,1627347,1632026,1632320,1646343,1650165	1611858,1615529,1615830,1619243,1619483,1619862,1621055,1621200,1621979,1622232,1622424,1624009,1625717,1627435,1632125,1632414,1646436,1650257	nan	TCF3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84444	DOT1L;NM_032482.3	19	+	2164173	2229801	2164173	2229801	28	2164173,2180701,2185843,2189720,2191000,2193677,2194503,2199872,2202688,2206717,2207562,2208923,2210388,2210609,2211087,2211739,2213527,2213837,2214459,2216269,2216943,2217760,2220096,2221964,2223269,2225376,2226171,2229773	2164274,2180765,2185938,2189804,2191249,2193792,2194586,2199948,2202788,2206806,2207689,2208985,2210519,2210864,2211221,2211851,2213649,2213995,2214605,2216774,2217099,2217927,2220231,2222568,2223495,2225461,2227136,2229801	nan	DOT1L	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767	GNA11;NM_002067.5	19	+	3094639	3121187	3094639	3121187	7	3094639,3110136,3113317,3114931,3118911,3119193,3120976	3094795,3110341,3113492,3115080,3119061,3119367,3121187	nan	GNA11	nan	nan	0,0,0,0,0,0,0
51341	ZBTB7A;NM_015898.4	19	-	4047739	4055240	4047739	4055240	2	4047739,4053958	4048252,4055240	nan	ZBTB7A	nan	nan	0,0
5605	MAP2K2;NM_030662.4	19	-	4090585	4123882	4090585	4123882	11	4090585,4094440,4095375,4097266,4099188,4101006,4101216,4102363,4110496,4117406,4123770	4090716,4094506,4095457,4097351,4099422,4101151,4101288,4102461,4110663,4117637,4123882	nan	MAP2K2	nan	nan	0,0,0,0,0,0,0,0,0,0,0
5802	PTPRS;NM_002850.4	19	-	5206774	5286161	5206774	5286161	37	5206774,5207922,5208237,5210469,5210679,5211590,5211965,5212337,5214361,5214561,5215289,5215498,5216720,5218420,5218787,5219310,5219939,5220260,5221000,5222123,5222689,5225727,5229316,5229491,5231310,5238919,5240199,5243901,5245776,5256108,5258017,5260805,5262964,5265008,5273442,5274199,5286050	5206863,5208078,5208412,5210615,5210826,5211789,5212271,5212512,5214501,5214757,5215433,5215616,5216788,5218553,5218819,5219488,5220175,5220374,5221274,5222241,5223318,5225865,5229363,5229705,5231636,5239084,5240353,5244503,5246066,5256140,5258148,5260843,5262993,5265217,5273604,5274365,5286161	nan	PTPRS	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643	INSR;NM_000208.4	19	-	7117056	7293912	7117056	7293912	22	7117056,7119449,7120620,7122614,7122879,7125283,7126584,7128852,7132158,7141677,7142816,7150497,7152726,7163032,7166154,7167968,7170537,7172290,7174583,7184316,7267345,7293792	7117431,7119604,7120770,7122794,7123010,7125548,7126672,7128975,7132338,7141837,7143111,7150553,7152948,7163220,7166425,7168115,7170772,7172455,7174752,7184658,7267917,7293912	nan	INSR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786	DNMT1;NM_001130823.3	19	-	10244332	10305585	10244332	10305585	41	10244332,10244882,10246401,10246786,10247750,10248497,10249104,10250341,10250711,10251446,10251770,10252693,10254431,10257016,10259549,10260118,10260518,10262063,10262415,10264958,10265251,10265570,10266518,10267056,10270323,10270507,10270683,10271049,10273332,10273991,10277263,10278995,10283755,10284536,10286205,10287957,10290852,10291015,10291443,10292706,10305485	10244387,10244993,10246538,10246973,10247966,10248695,10249291,10250503,10251014,10251595,10251875,10252906,10254673,10257210,10259703,10260343,10260654,10262231,10262533,10265165,10265459,10265742,10266631,10267195,10270453,10270608,10270749,10271104,10273434,10274046,10277371,10279050,10283860,10284591,10286304,10288053,10290920,10291255,10291571,10292763,10305585	nan	DNMT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9817	KEAP1;NM_203500.2	19	-	10597317	10610719	10597317	10610719	5	10597317,10599857,10600313,10602242,10610060	10597504,10600054,10600539,10602948,10610719	nan	KEAP1	nan	nan	0,0,0,0,0
6597	SMARCA4;NM_003072.5	19	+	11094817	11172502	11094817	11172502	34	11094817,11095938,11096854,11097570,11098331,11099982,11101815,11105493,11106878,11107159,11113694,11114005,11118567,11121046,11123614,11129622,11130256,11132390,11134183,11134996,11136087,11136965,11138449,11141395,11143955,11144432,11144788,11145579,11151972,11168920,11169453,11170418,11170710,11172449	11095059,11096091,11097279,11097689,11098610,11100129,11102009,11105687,11107066,11107230,11113845,11114083,11118709,11121217,11123798,11129709,11130387,11132653,11134317,11135124,11136194,11137032,11138636,11141579,11144203,11144551,11144886,11145818,11152246,11169049,11169575,11170571,11170873,11172502	nan	SMARCA4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811	CALR;NM_004343.4	19	+	13049483	13054737	13049483	13054737	9	13049483,13049937,13050231,13050856,13051046,13051344,13051547,13054340,13054516	13049594,13050059,13050455,13050971,13051276,13051478,13051711,13054453,13054737	nan	CALR	nan	nan	0,0,0,0,0,0,0,0,0
3337	DNAJB1;NM_006145.3	19	-	14626741	14629171	14626741	14629171	3	14626741,14627267,14628940	14626992,14627868,14629171	nan	DNAJB1	nan	nan	0,0,0
4854	NOTCH3;NM_000435.3	19	-	15271462	15311726	15271462	15311726	33	15271462,15273265,15276168,15276587,15278049,15280886,15281131,15281471,15284868,15288325,15289623,15289825,15290164,15290872,15291481,15291761,15292376,15295095,15295706,15296057,15296287,15297678,15297905,15298681,15299035,15299789,15300073,15302224,15302545,15302760,15303177,15308300,15311588	15272535,15273383,15276336,15276912,15278232,15280991,15281374,15281646,15285221,15288911,15289762,15290103,15290317,15291077,15291649,15291983,15292622,15295271,15295840,15296229,15296500,15297809,15298159,15298815,15299169,15299995,15300249,15302478,15302688,15303119,15303340,15308399,15311726	nan	NOTCH3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23476	BRD4;NM_001379291.1	19	-	15349177	15383920	15349177	15383920	19	15349177,15349543,15349859,15350192,15350459,15350710,15353700,15355031,15355510,15364952,15366097,15366864,15367764,15374220,15375204,15376154,15378216,15379705,15383615	15349266,15349801,15350085,15350343,15350642,15350843,15354308,15355421,15355583,15365083,15366413,15367084,15367994,15374369,15375587,15376464,15378372,15379863,15383920	nan	BRD4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718	JAK3;NM_000215.4	19	-	17937541	17955236	17937541	17955236	23	17937541,17940906,17941301,17942026,17942472,17943317,17943588,17945369,17945650,17945881,17946722,17947927,17948730,17949061,17950275,17951028,17952187,17952438,17953114,17953825,17954178,17954575,17955032	17937729,17941037,17941439,17942219,17942617,17943527,17943748,17945540,17945822,17946034,17946870,17948032,17948882,17949209,17950482,17951160,17952365,17952581,17953429,17953991,17954310,17954719,17955236	nan	JAK3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5296	PIK3R2;NM_005027.4	19	+	18266679	18280114	18266679	18280114	15	18266679,18271270,18271718,18271853,18272078,18272765,18273001,18273207,18273766,18274062,18276959,18277929,18279274,18279525,18279886	18267021,18271383,18271789,18272005,18272315,18272871,18273130,18273326,18273967,18274208,18277122,18278126,18279366,18279716,18280114	nan	PIK3R2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100271849	MEF2B;NM_001145785.2	19	-	19256595	19261554	19256595	19261554	8	19256595,19257071,19257353,19257540,19257834,19258496,19260024,19261480	19256841,19257203,19257467,19257694,19258002,19258651,19260248,19261554	nan	MEF2B	nan	nan	0,0,0,0,0,0,0,0
898	CCNE1;NM_001238.4	19	+	30303452	30314694	30303452	30314694	11	30303452,30303585,30303865,30308033,30308302,30311598,30312618,30312892,30313136,30313342,30314551	30303495,30303693,30303954,30308199,30308458,30311765,30312734,30313047,30313268,30313520,30314694	nan	CCNE1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
1050	CEBPA;NM_004364.5	19	-	33792233	33793330	33792233	33793330	1	33792233	33793330	nan	CEBPA	nan	nan	0
9757	KMT2B;NM_014727.3	19	+	36208910	36229468	36208910	36229468	37	36208910,36210360,36210675,36213250,36213459,36213886,36214338,36214622,36215527,36215879,36216110,36216369,36216613,36217126,36218046,36218328,36218588,36218771,36218988,36219664,36219875,36220049,36220857,36221232,36221428,36221597,36222798,36223105,36224487,36224653,36227580,36227802,36227976,36228526,36228749,36228952,36229172	36209293,36210453,36212716,36213384,36213630,36214186,36214414,36214918,36215642,36215998,36216244,36216536,36216729,36217264,36218180,36218533,36218698,36218896,36219082,36219800,36219987,36220207,36221036,36221373,36221527,36221778,36223046,36224419,36224597,36224783,36227738,36227897,36228174,36228654,36228853,36229102,36229468	nan	KMT2B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208	AKT2;NM_001626.6	19	-	40739768	40771184	40739768	40771184	13	40739768,40740941,40741159,40741786,40742153,40743865,40744801,40745941,40747834,40748430,40761054,40762822,40771118	40739868,40741064,40741267,40742021,40742302,40744008,40744890,40746027,40747986,40748604,40761186,40762971,40771184	nan	AKT2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
558	AXL;NM_021913.5	19	+	41725287	41765819	41725287	41765819	20	41725287,41726530,41727040,41727774,41736861,41737077,41743838,41744364,41745058,41745588,41748777,41749510,41754408,41754637,41758245,41758740,41759493,41762346,41763387,41765447	41725392,41726773,41727161,41727971,41736962,41737213,41744069,41744524,41745229,41745635,41748930,41749622,41754524,41754735,41758358,41758882,41759623,41762526,41763544,41765819	nan	AXL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
